compound_id,std_smiles,inchikey,scaffold,generic_scaffold,mw,logp,tpsa,hbd,hba,rotbonds,rings,aromatic_rings,heavy_atoms,fsp3,qed,is_pains,pIC50_func_CHEMBL233,pIC50_func_CHEMBL233_relation,pIC50_func_CHEMBL237,pIC50_func_CHEMBL237_relation,pEC50_CHEMBL233,pEC50_CHEMBL233_relation,pEC50_CHEMBL236,pEC50_CHEMBL236_relation,pAC50_CHEMBL233,pAC50_CHEMBL233_relation,pAC50_CHEMBL236,pAC50_CHEMBL236_relation,pEC50_CHEMBL237,pEC50_CHEMBL237_relation,pAC50_CHEMBL237,pAC50_CHEMBL237_relation,pIC50_func_CHEMBL2014,pIC50_func_CHEMBL2014_relation,pIC50_func_CHEMBL236,pIC50_func_CHEMBL236_relation,pEC50_CHEMBL2014,pEC50_CHEMBL2014_relation
PUBCHEM:4806,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,PBMSWVPMRUJMPE-UHFFFAOYSA-N,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1,CC(CC1CCC(C(C)(C)CC2CCCC2)CC1)C1CCCCC1,403.44,2.89,125.5,3,6,6,3,3,27,0.0,0.581,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:6603157,COc1ccc(-c2csc(N(CCCN(C)C)C(=O)c3cccs3)n2)cc1,PBSQZIRUKNBOCE-UHFFFAOYSA-N,O=C(Nc1nc(-c2ccccc2)cs1)c1cccs1,CC(CC1CCC(C2CCCCC2)C1)C1CCCC1,401.56,4.48,45.7,0,6,8,3,3,27,0.3,0.558,False,,,,,4.37915,exact,4.37915,exact,,,,,,,,,,,,,,
BDBM:50092707,[C][C]N([C][C])C(=O)c1ccc(C(=C2[C][C][N][C][C]2)c2ccc(F)cc2)cc1,PBUAVVUTAXMYCN-UHFFFAOYSA-N,[C]1[C]C(=C(c2ccccc2)c2ccccc2)[C][C][N]1,[C]1[C]C(C(C2CCCCC2)C2CCCCC2)[C][C][CH]1,347.33,3.18,34.4,0,1,5,3,2,27,0.0,0.765,False,5.0,upper_bound,5.0,upper_bound,,,7.0088,exact,,,,,,,,,,,7.8239,exact,,
CHEMBL1743263,CC(C)CC1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)C3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,PBUNVLRHZGSROC-FDFHXSHFSA-N,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)C1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,CC(CC1CC2C(CC(C)C3CCCC32)C1C)C1CCC2CC3CCC4CCCC(C2C1)C43,577.73,2.52,118.2,3,6,5,7,2,42,0.656,0.503,False,,,,,,,,,4.9859,exact,,,,,,,,,,,,
PUBCHEM:114948,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,PBUNVLRHZGSROC-UHFFFAOYSA-N,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1,CC(CC1CC2C(CC(C)C3CCCC32)C1C)C1CCC2CC3CCC4CCCC(C2C1)C43,577.73,2.52,118.2,3,6,5,7,2,42,0.656,0.503,False,,,,,,,,,4.9859,exact,,,,,,,,,,,,
CHEMBL5760474,COC(=O)c1cc(Br)cnc1N1CCC(NC2CCCCC2)C(F)C1,PBVWJCXDXWPKAT-UHFFFAOYSA-N,c1ccc(N2CCC(NC3CCCCC3)CC2)nc1,C1CCC(CC2CCC(C3CCCCC3)CC2)CC1,414.32,3.47,54.5,1,5,4,3,1,25,0.667,0.765,False,,,5.4685,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:3033968,C#CC1(O)C=CC2C3CC=C4CC(=O)CCC4C3CCC21CC,PCGOZSMTJRCWQF-UHFFFAOYSA-N,O=C1CCC2C(=CCC3C4C=CCC4CCC23)C1,CC1CCC2C(CCC3C4CCCC4CCC23)C1,310.44,3.66,37.3,1,2,1,4,0,23,0.667,0.593,False,,,,,,,,,4.8277,exact,,,,,,,,,,,,
CHEMBL1213583,C#C[C@]1(O)C=C[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,PCGOZSMTJRCWQF-XZCODKSBSA-N,O=C1CCC2C(=CC[C@H]3[C@@H]4C=CCC4CC[C@H]23)C1,CC1CCC2C(CCC3C4CCCC4CCC23)C1,310.44,3.66,37.3,1,2,1,4,0,23,0.667,0.593,False,,,,,,,,,4.8277,exact,,,,,,,,,,,,
CHEMBL3903900,C[C@H]1[C@H]2Cc3ccc(C(N)=O)cc3[C@]1(C)CCN2CC1CCC1,PCGVHHYPMDIXBR-CYFNAFFESA-N,c1ccc2c(c1)C[C@@H]1CC2CCN1CC1CCC1,C1CC(CC2CCC3CC2CC2CCCCC23)C1,312.46,3.11,46.3,1,2,3,4,1,23,0.65,0.932,False,7.8539,exact,,,8.6383,exact,,,,,,,,,,,,,,,,
PUBCHEM:86582904,CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CCC1,PCGVHHYPMDIXBR-UHFFFAOYSA-N,c1ccc2c(c1)CC1CC2CCN1CC1CCC1,C1CC(CC2CCC3CC2CC2CCCCC23)C1,312.46,3.11,46.3,1,2,3,4,1,23,0.65,0.932,False,7.8539,exact,,,8.6383,exact,,,,,,,,,,,,,,,,
PUBCHEM:24958200,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,PCHKPVIQAHNQLW-UHFFFAOYSA-N,c1ccc2nn(-c3ccc(C4CCCNC4)cc3)cc2c1,C1CCC(C2CCC(C3CC4CCCCC4C3)CC2)CC1,320.4,2.59,72.9,2,3,3,4,3,24,0.263,0.779,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL4754111,CO[C@@]12CC[C@@H](NCC(=O)NCC(=O)O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,PCHRSAVZQDSMPF-APVKTYTCSA-N,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,C1CC2CC3CCCC45C(CCCC34)CC(C1)C25,431.49,-0.01,120.4,4,7,6,5,1,31,0.636,0.497,False,,,,,8.357,exact,8.54975,exact,,,,,6.0531,exact,,,,,,,,
PUBCHEM:69122855,COC12CCC(NCC(=O)NCC(=O)O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,PCHRSAVZQDSMPF-UHFFFAOYSA-N,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314,C1CC2CC3CCCC45C(CCCC34)CC(C1)C25,431.49,-0.01,120.4,4,7,6,5,1,31,0.636,0.497,False,,,,,8.3575,exact,8.5467,exact,,,,,6.0531,exact,,,,,,,,
BDBM:114601,OC(COc1ccc2cc(Br)ccc2c1)CN1CCN(c2ccccn2)CC1,PCIFWRAMGLSJHN-UHFFFAOYSA-N,c1ccc(N2CCN(CCCOc3ccc4ccccc4c3)CC2)nc1,C1CCC(C2CCC(CCCCC3CCC4CCCCC4C3)CC2)CC1,442.36,3.56,48.8,1,5,6,4,3,28,0.318,0.633,False,,,,,4.034,exact,,,,,,,,,,,,,,,,
PUBCHEM:16219719,C=CC[N+]1(C)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,PCSQOABIHJXZMR-UHFFFAOYSA-O,O=C1CCC2C3Cc4cccc5c4C2(CC[NH2+]3)C1O5,CC1CCC2C3CCCC24C1CC1CCCC(C3)C14,342.42,1.45,66.8,2,4,2,5,1,25,0.55,0.631,False,6.2,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL1514361,C=CC[N+]1(C)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,PCSQOABIHJXZMR-ZYBXRUHWSA-O,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CC[NH2+]3)C1O5,CC1CCC2C3CCCC24C1CC1CCCC(C3)C14,342.42,1.45,66.8,2,4,2,5,1,25,0.55,0.631,False,6.2,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL333826,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,PCSWXVJAIHCTMO-UHFFFAOYSA-P,c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,C(CCCCCC1CCCC2CCCCC12)CCCCC1CCCC2CCCCC12,456.68,6.17,59.8,2,2,11,4,4,34,0.4,0.209,False,,,,,,,,,6.1651,exact,,,,,,,,,,,,
CHEMBL3262549,CCc1c(O)n(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c2ccccc12,PCUFYZWNKXWLLM-UHFFFAOYSA-N,c1ccc(C(CCN2CCC(n3ccc4ccccc43)CC2)c2ccccc2)cc1,C1CCC(C(CCC2CCC(C3CCC4CCCCC43)CC2)C2CCCCC2)CC1,438.62,6.77,28.4,1,2,7,5,4,33,0.333,0.345,False,,,,,7.400650000000001,exact,,,,,,,5.0,exact,,,,,,,6.90745,exact
PUBCHEM:172442046,CC(CN(C(=O)c1cccs1)c1ccccn1)N1CCN(c2ccccc2)CC1,PCVBTCUDIGYBMZ-UHFFFAOYSA-N,O=C(c1cccs1)N(CCN1CCN(c2ccccc2)CC1)c1ccccn1,CC(C1CCCC1)C(CCC1CCC(C2CCCCC2)CC1)C1CCCCC1,406.56,4.0,39.7,0,5,6,4,3,29,0.304,0.62,False,,,,,6.0,exact,,,,,,,,,,,,,,,,
CHEMBL4550088,CC(C)[C@H]1CC[C@@H](N2CCC(n3cc(CN4CCC(O)CC4)c4ccccc43)CC2)CC1,PCXCVPKTSPZHJW-QUPDYRNUSA-N,c1ccc2c(c1)c(CN1CCCCC1)cn2C1CCN(C2CCCCC2)CC1,C1CCC(CC2CC(C3CCC(C4CCCCC4)CC3)C3CCCCC23)CC1,437.67,5.45,31.6,1,3,5,5,2,32,0.714,0.675,False,,,,,,,,,,,,,,,,,,,,,6.3507,exact
PUBCHEM:134578506,CC(C)C1CCC(N2CCC(n3cc(CN4CCC(O)CC4)c4ccccc43)CC2)CC1,PCXCVPKTSPZHJW-UHFFFAOYSA-N,c1ccc2c(c1)c(CN1CCCCC1)cn2C1CCN(C2CCCCC2)CC1,C1CCC(CC2CC(C3CCC(C4CCCCC4)CC3)C3CCCCC23)CC1,437.67,5.45,31.6,1,3,5,5,2,32,0.714,0.675,False,,,,,,,,,,,,,,,,,,,,,6.3507,exact
PUBCHEM:11716677,CCCCCc1cc(O)c(C2C=C(C)CCC2C(C)C)c(O)c1,PCXRACLQFPRCBB-UHFFFAOYSA-N,C1=CC(c2ccccc2)CCC1,C1CCC(C2CCCCC2)CC1,316.49,5.93,40.5,2,2,6,2,1,23,0.619,0.504,False,7.6778,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL5431714,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)C)c(O)c1,PCXRACLQFPRCBB-ZWKOTPCHSA-N,C1=C[C@@H](c2ccccc2)CCC1,C1CCC(C2CCCCC2)CC1,316.49,5.93,40.5,2,2,6,2,1,23,0.619,0.504,False,7.6778,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL492330,COc1ccc(C(=O)NC2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)cc1Cl,PDEWBENUIOTOBY-UHFFFAOYSA-N,O=C(NC1(c2ccccc2)CCN(c2ccccn2)CC1)c1ccccc1,CC(CC1(C2CCCCC2)CCC(C2CCCCC2)CC1)C1CCCCC1,436.94,4.25,80.5,2,5,5,4,3,31,0.25,0.624,False,,,,,,,7.2291,exact,,,,,,,,,,,,,,
BDBM:50033655,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)CCc1ccc([N+](=O)[O-])cc1)CCC2=O,PDLDCRKROORTJW-QSUQFICRSA-N,O=C(CCc1ccccc1)N[C@@]12CCC(=O)C3Oc4cccc5c4C31CCN(CC1CC1)C2C5,CC(CCC1CCCCC1)CC12CCC(C)C3CC4CCCC5CC1C(CC1CC1)CCC32C54,531.61,3.58,122.0,2,7,7,7,2,39,0.533,0.414,False,,,6.7905,exact,,,,,,,,,,,,,,,7.6421,exact,,
PUBCHEM:44337274,CC12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)C3(NC(=O)CCc1ccc([N+](=O)[O-])cc1)CCC2=O,PDLDCRKROORTJW-UHFFFAOYSA-N,O=C(CCc1ccccc1)NC12CCC(=O)C3Oc4cccc5c4C31CCN(CC1CC1)C2C5,CC(CCC1CCCCC1)CC12CCC(C)C3CC4CCCC5CC1C(CC1CC1)CCC32C54,531.61,3.58,122.0,2,7,7,7,2,39,0.533,0.414,False,,,6.7905,exact,,,,,,,,,,,,,,,7.6459,exact,,
CHEMBL416930,CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(c3ccc(O)cc3)CC2)cc1,PDNYLAOTRZGNIQ-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCN(c3ccccc3)CC2)cc1,C1CCC(C2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1,443.59,4.79,47.0,1,4,7,4,3,33,0.321,0.571,False,,,,,,,,,,,,,,,,,,,8.0,exact,,
PUBCHEM:45272733,Cc1c(CNC2CCCC2)oc(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,PDPBVSPIXUVWNZ-UHFFFAOYSA-N,c1ccc(-c2cc(CNC3CCCC3)oc2-c2ccccc2)cc1,C1CCC(C2CC(CCC3CCCC3)CC2C2CCCCC2)CC1,434.79,7.91,25.2,1,2,5,4,3,28,0.304,0.441,False,,,,,,,,,,,,,,,,,6.0,exact,,,,
CHEMBL5413519,CC(C)[C@H]1CC[C@@H](N2CCC(n3c(CNS(C)(=O)=O)cc4ccccc43)CC2)CC1,PDPLZKFHYIQSBG-TYKWCNGQSA-N,c1ccc2c(c1)ccn2C1CCN(C2CCCCC2)CC1,C1CCC(C2CCC(C3CCC4CCCCC43)CC2)CC1,431.65,4.54,54.3,1,3,6,4,2,30,0.667,0.73,False,,,,,7.25025,exact,6.475,exact,,,,,7.16085,exact,,,,,,,7.643050000000001,exact
PUBCHEM:134563683,CC(C)C1CCC(N2CCC(n3c(CNS(C)(=O)=O)cc4ccccc43)CC2)CC1,PDPLZKFHYIQSBG-UHFFFAOYSA-N,c1ccc2c(c1)ccn2C1CCN(C2CCCCC2)CC1,C1CCC(C2CCC(C3CCC4CCCCC43)CC2)CC1,431.65,4.54,54.3,1,3,6,4,2,30,0.667,0.73,False,,,,,7.2487,exact,6.475,exact,,,,,7.1605,exact,,,,,,,7.6478,exact
CHEMBL3330667,C=CCC(=O)OC1CC(C(=O)OC)[C@]2(C)CCC3C(=O)O[C@H](c4ccoc4)C[C@]3(C)C2C1=O,PDQFOXCCJGTESG-LTQIHHSTSA-N,O=C1O[C@H](c2ccoc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2)CC2C1CCC1CCCC(C)C12,458.51,3.56,109.1,0,8,5,4,1,33,0.6,0.374,False,,,,,,,,,,,,,7.6383,exact,,,,,,,,
PUBCHEM:118713126,C=CCC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,PDQFOXCCJGTESG-UHFFFAOYSA-N,O=C1OC(c2ccoc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2)CC2C1CCC1CCCC(C)C12,458.51,3.56,109.1,0,8,5,4,1,33,0.6,0.374,False,,,,,,,,,,,,,7.6383,exact,,,,,,,,
CHEMBL5976319,Cc1noc(-c2c(N3CC[C@@H](NC4CCOCC4)C[C@H]3C)nc3c(F)cc(Cl)cc3c2C)n1,PDRZRBKULXXMTP-FZKQIMNGSA-N,c1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,473.98,4.82,76.3,1,7,4,5,3,33,0.542,0.582,False,6.2596,exact,8.2596,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:135329035,Cc1noc(-c2c(N3CCC(NC4CCOCC4)CC3C)nc3c(F)cc(Cl)cc3c2C)n1,PDRZRBKULXXMTP-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,473.98,4.82,76.3,1,7,4,5,3,33,0.542,0.582,False,6.4881,exact,8.2596,exact,,,,,,,,,,,,,,,,,,
CHEMBL1615777,N=C(N)NCc1cccc([123I])c1,PDWUPXJEEYOOTR-IUAIQHPESA-N,c1ccccc1,C1CCCCC1,271.09,1.27,61.9,3,1,2,1,1,12,0.125,0.431,False,,,,,,,,,4.6574,exact,,,,,,,,,,,,
PUBCHEM:135326,N=C(N)NCc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-N,c1ccccc1,C1CCCCC1,275.09,1.27,61.9,3,1,2,1,1,12,0.125,0.432,False,,,,,,,,,4.6574,exact,,,,,,,,,,,,
PUBCHEM:118723841,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3-c3ccsc3)CC12C,PEAPCUWCOULVAJ-UHFFFAOYSA-N,O=C1OC(c2ccoc2-c2ccsc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2C2CCCC2)CC2C1CCC1CCCC(C)C12,514.6,4.73,109.1,0,9,4,5,2,36,0.556,0.426,False,,,,,,,,,,,,,8.3665,exact,,,,,,,,
CHEMBL3359793,COC(=O)C1CC(OC(C)=O)C(=O)C2[C@@]1(C)CCC1C(=O)O[C@H](c3ccoc3-c3ccsc3)C[C@@]12C,PEAPCUWCOULVAJ-VDSFOKNWSA-N,O=C1O[C@H](c2ccoc2-c2ccsc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2C2CCCC2)CC2C1CCC1CCCC(C)C12,514.6,4.73,109.1,0,9,4,5,2,36,0.556,0.426,False,,,,,,,,,,,,,8.3665,exact,,,,,,,,
BDBM:601104,CN(C)[C@H](CNC(=O)C[C@@H](c1cncc(F)c1)C(C)(C)C)Cc1ccc(C(N)=O)c(F)c1,PEBAQXOFIOHWKA-ICSRJNTNSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,446.54,3.27,88.3,2,4,9,2,2,32,0.458,0.619,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405244,CN(C)C(CNC(=O)CC(c1cncc(F)c1)C(C)(C)C)Cc1ccc(C(N)=O)c(F)c1,PEBAQXOFIOHWKA-UHFFFAOYSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,446.54,3.27,88.3,2,4,9,2,2,32,0.458,0.619,False,5.5229,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL5845843,Cc1ccc2nc(N3CCC(NC4COC4)CC3)c(-c3nc(C)no3)cc2c1,PEDYXWNZFNHHAY-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4COC4)CC3)c(-c3ncno3)cc2c1,C1CC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,379.46,2.86,76.3,1,7,4,5,3,28,0.476,0.747,False,,,5.3497,exact,,,,,,,,,,,,,,,,,,
CHEMBL184260,CCCC1CCC(N2CCC(N3c4ccccc4CNS3(=O)=O)CC2)CC1,PEEUFKOCRYUIOD-UHFFFAOYSA-N,O=S1(=O)NCc2ccccc2N1C1CCN(C2CCCCC2)CC1,CC1(C)CCC2CCCCC2C1C1CCC(C2CCCCC2)CC1,391.58,3.66,52.6,1,3,4,4,1,27,0.714,0.852,False,,,,,5.5033,exact,,,,,,,,,,,,,,,5.7934,exact
BDBM:50371821,CO[C@]1(c2cccc(C#N)c2)CCCC[C@@H]1CN(C)C,PEFNNJLMNBFNNG-SJORKVTESA-N,c1ccc(C2CCCCC2)cc1,C1CCC(C2CCCCC2)CC1,272.39,3.15,36.3,0,3,4,2,1,20,0.588,0.844,False,5.0,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:44455391,COC1(c2cccc(C#N)c2)CCCCC1CN(C)C,PEFNNJLMNBFNNG-UHFFFAOYSA-N,c1ccc(C2CCCCC2)cc1,C1CCC(C2CCCCC2)CC1,272.39,3.15,36.3,0,3,4,2,1,20,0.588,0.844,False,5.0,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:60156222,COC(=O)c1cc(Br)cnc1N1CCC(Nc2ccccc2)CC1,PEIXUEXAPDKXCQ-UHFFFAOYSA-N,c1ccc(NC2CCN(c3ccccn3)CC2)cc1,C1CCC(CC2CCC(C3CCCCC3)CC2)CC1,390.28,3.71,54.5,1,5,4,3,2,24,0.333,0.807,False,,,4.757,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:137434450,Cc1noc(-c2c(N3CCC(NC4CCOCC4)CC3)nc3c(F)cc(C(F)(F)F)cc3c2C)n1,PEMXCBVVHMIVLX-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,493.51,4.8,76.3,1,7,4,5,3,35,0.542,0.524,False,6.0,exact,7.0,exact,,,,,,,,,,,,,,,,,,
CHEMBL101316,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CCC)CCC)cc2)c2cccc(OC)c2)C[C@H]1C,PEOYUWUCKZVWCZ-UAABGXCFSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,477.69,5.63,36.0,0,4,11,3,2,35,0.5,0.393,False,5.2159,exact,,,,,,,,,,,,,,,,,8.1249,exact,,
PUBCHEM:10648307,C=CCN1CC(C)N(C(c2ccc(C(=O)N(CCC)CCC)cc2)c2cccc(OC)c2)CC1C,PEOYUWUCKZVWCZ-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,477.69,5.63,36.0,0,4,11,3,2,35,0.5,0.393,False,5.2159,exact,,,,,,,,,,,,,,,,,8.1249,exact,,
PUBCHEM:44458686,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)C(CN2CCC(O)C2)C1,PEQOZYFAQULPER-UHFFFAOYSA-N,O=C(Cc1ccccc1)N1CCNCC1CN1CCCC1,CC(CC1CCCCC1)C1CCCCC1CC1CCCC1,390.44,0.26,107.2,1,6,5,3,1,28,0.579,0.571,False,,,8.2007,exact,,,,,,,,,,,,,,,,,,
BDBM:50280150,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)C(CN2CC[C@H](O)C2)C1,PEQOZYFAQULPER-ZVAWYAOSSA-N,O=C(Cc1ccccc1)N1CCNCC1CN1CCCC1,CC(CC1CCCCC1)C1CCCCC1CC1CCCC1,390.44,0.26,107.2,1,6,5,3,1,28,0.579,0.571,False,,,8.2007,exact,,,,,,,,,,,,,,,,,,
BDBM:601136,CN(C)[C@H](CNC(=O)C[C@@H](c1ccccc1)C1CC1)Cc1ccc(C(N)=O)cc1,PEVAALGDLMWLHW-VXKWHMMOSA-N,O=C(C[C@@H](c1ccccc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,393.53,2.96,75.4,2,3,10,3,2,29,0.417,0.652,False,5.5229,upper_bound,5.5229,upper_bound,,,5.5229,upper_bound,,,,,,,,,,,,,,
CHEMBL4108566,C[C@H](C1CC1)N1CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13,PEWWIMGLMQXNCF-OHFGDUEGSA-N,O=C1CCC2[C@H]3Cc4ccccc4[C@@]2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,384.48,1.64,103.9,3,5,3,5,1,28,0.636,0.735,False,7.3665,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL6067737,C[C@H](C1CC1)N1CC[C@@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13,PEWWIMGLMQXNCF-RCLMMODESA-N,O=C1CCC2[C@H]3Cc4ccccc4[C@]2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,384.48,1.64,103.9,3,5,3,5,1,28,0.636,0.735,False,7.3665,exact,,,,,,,,,,,,,,,,,,,,
BDBM:179898,C[C@@H](C1CC1)N1CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13,PEWWIMGLMQXNCF-ZFSUOAISSA-N,O=C1CCC2[C@H]3Cc4ccccc4[C@@]2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,384.48,1.64,103.9,3,5,3,5,1,28,0.636,0.735,False,9.1871,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL6067676,C[C@@H](C1CC1)N1CC[C@@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13,PEWWIMGLMQXNCF-ZKMDLRDOSA-N,O=C1CCC2[C@H]3Cc4ccccc4[C@]2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,384.48,1.64,103.9,3,5,3,5,1,28,0.636,0.735,False,9.1871,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:171663348,Oc1cccc(N2C3CCC2CN(CCCc2ccccc2)C3)c1,PEXKBSSCTUNEBX-UHFFFAOYSA-N,c1ccc(CCCN2CC3CCC(C2)N3c2ccccc2)cc1,C1CCC(CCCC2CC3CCC(C2)C3C2CCCCC2)CC1,322.45,3.68,26.7,1,3,5,4,2,24,0.429,0.91,False,5.0,exact,6.0639,exact,,,8.50465,exact,,,,,5.0,exact,,,,,,,5.0,exact
CHEMBL5812605,Cc1nc(-c2c(N3CCC(NC4CCCC[C@@H]4O)CC3)nc3ccccc3c2C)no1,PFGMPZVLROGCHP-LBAQZLPGSA-N,c1ccc2nc(N3CCC(NC4CCCCC4)CC3)c(-c3ncon3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,421.55,3.76,87.3,2,7,4,5,3,31,0.542,0.663,False,,,7.1427,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:129252315,Cc1nc(-c2c(N3CCC(NC4CCCCC4O)CC3)nc3ccccc3c2C)no1,PFGMPZVLROGCHP-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCCCC4)CC3)c(-c3ncon3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,421.55,3.76,87.3,2,7,4,5,3,31,0.542,0.663,False,,,7.1427,exact,,,,,,,,,,,,,,,,,,
CHEMBL364907,CN(C(=O)Cc1ccccc1CNS(C)(=O)=O)[C@H](CN1CCCC1)c1ccccc1,PFHDARYVMUYSDL-JOCHJYFZSA-N,O=C(Cc1ccccc1)N[C@H](CN1CCCC1)c1ccccc1,CC(CC1CCCCC1)CC(CC1CCCC1)C1CCCCC1,429.59,2.57,69.7,1,4,9,3,2,30,0.435,0.665,False,,,,,,,,,,,,,7.8539,exact,,,,,,,,
